region,subregion,country,city,stationId,pm10Mean,pm10Year,pm10Converted,pm10ConvertedNote,pm10ConvertedAlert,pm2.5Mean,pm2.5Year,pm2.5Converted,pm2.5ConvertedNote,pm2.5ConvertedAlert,temporalCoverage,dataCoverageAlertPM10,dataCoverageAlertPM2.5,Number and type of monitoring stations (PM10),Number and type of monitoring stations (PM2.5),Reference
European Region,Eur HI,Belgium,Charleroi,124,23,2013,,,,15,2013,,,,,,,"4 stations, background suburban, traffic, urban","4 stations, background suburban, traffic, urban","European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Belgium,Chatelet,125,21,2013,,,,14,2013,,,,,,,"1 station, background, suburban","1 station, background, suburban","European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Belgium,Corroy Le Grand,126,20,2013,,,,15,2013,,,,,,,"1 station, background, rural","1 station, background, rural","European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Belgium,Dessel,127,22,2013,,,,15,2013,,,,,,,"1 station, background, rural",-,"European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Belgium,Destelbergen,128,25,2013,,,,17,2013,,,,,,,"1 station, background, suburban",-,"European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Belgium,Engis,129,31,2013,,,,17,2013,,,,,,,"1 station, industrial, suburban","1 station, industrial, suburban","European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Belgium,Evergem,130,30,2013,,,,19,2013,,,,,,,"1 station, industrial, suburban","1 station, industrial, suburban","European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Belgium,Genk,131,26,2013,,,,18,2013,,,,,,,"1 station, industrial, urban",-,"European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Belgium,Gent,132,30,2013,,,,19,2013,,,,,,,"2 stations, background, urban","2 stations, background, urban","European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Belgium,Habay La Neuve,133,15,2013,,,,11,2013,,,,,,,"1 station, background, rural","1 station, background, rural","European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Belgium,Hasselt,134,24,2013,,,,18,2013,,,,,,,"1 station, background, suburban","1 station, background, suburban","European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Belgium,Herstal,135,20,2013,,,,13,2013,,,,,,,"1 station, background, urban","1 station, background, urban","European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Belgium,Hoboken,136,28,2013,,,,19,2013,,,,,,,"1 station, background, suburban",-,"European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Belgium,Hoevenen,137,26,2013,,,,18,2013,,,,,,,"1 station, industrial, suburban","1 station, industrial, suburban","European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Belgium,Landen,138,23,2013,,,,15,2013,,,,,,,"1 station, background, rural",-,"European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Belgium,Liege,139,22,2013,,,,15,2013,,,,,,,"3 stations, background, suburban","3 stations, background, suburban","European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Belgium,Mechelen,140,25,2013,,,,17,2013,,,,,,,"1 station, background, suburban",-,"European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Belgium,Menen,141,27,2013,,,,18,2013,,,,,,,"1 station, background, suburban",-,"European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Belgium,Moerkerke,142,24,2013,,,,16,2013,,,,,,,"1 station, background, rural",-,"European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Belgium,Mons,143,28,2013,,,,16,2013,,,,,,,"1 station, background, suburban","1 station, background, suburban","European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Belgium,Oostrozebeke,144,31,2013,,,,21,2013,,,,,,,"1 station, industrial, rural",-,"European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Belgium,Retie,145,22,2013,Yes,converted from PM2.5,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",15,2013,Yes,converted from PM2.5,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",,,,-,"1 station, background, rural","European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Belgium,Roeselaere,146,28,2013,,,,19,2013,,,,,,,"2 stations, background, suburban",-,"European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Belgium,Sainte-Ode,147,13,2013,,,,9,2013,,,,,,,"1 station, background, rural","1 station, background, rural","European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Belgium,Seraing,148,25,2013,,,,16,2013,,,,,,,"1 station, industrial, suburban","1 station, industrial, suburban","European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Belgium,Somme-Leuze,149,16,2013,,,,11,2013,,,,,,,"1 station, background, rural","1 station, background, rural","European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Belgium,Steenokkerzeel,150,25,2013,,,,17,2013,,,,,,,"1 station, background, suburban",-,"European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Belgium,Tournai,151,21,2013,,,,14,2013,,,,,,,"1 station, background, rural","1 station, background, rural","European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Belgium,Veurne,152,24,2013,,,,16,2013,,,,,,,"1 station, background, rural","1 station, background, rural","European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Belgium,Vielsalm,153,13,2013,,,,9,2013,,,,,,,"1 station, background, rural","1 station, background, rural","European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Belgium,Vilvoorde,154,27,2013,,,,18,2013,,,,,,,"1 station, traffic, suburban",-,"European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Belgium,Viroinval,155,15,2013,,,,10,2013,,,,,,,"1 station, background, rural","1 station, background, rural","European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Belgium,Zelzate,156,30,2013,,,,20,2013,,,,,,,"1 station, industrial, suburban",-,"European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Belgium,Zwevegem,157,27,2013,,,,18,2013,,,,,,,"1 station, background, suburban",-,"European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Belgium,Zwijndrecht,158,29,2013,,,,20,2013,,,,,,,"1 station, industrial, suburban",-,"European Environment Agency, Air quality e-reporting database"
South-East Asian Region,Sear,Bhutan,Thimphu,159,78,2012,,,,43,2012,,,,,,,"4 stations, Mixed (residential, commercial or both), and Sensitive area (hospitals, schools, or sensitive ecosystem)",-,"Brief report on air quality status over 2011-2012, Climate Change Division, National environment commission, 2017"
Region of the Americas,Amr LMI,Bolivia,Cochabamba,160,60,2014,,,,32,2014,,,,,,,"3 stations, Urban",-,"Contaminacion Atmosferica, Gestion 2014, RED MoniCA"
Region of the Americas,Amr LMI,Bolivia,La Paz,161,82,2013,,,,44,2013,,,,,,,"1 station, Urban",-,Air Quality Standards for¾Particulate Matter¾(PM) at high altitude cities.
European Region,Eur LMI,Bosnia and Herzegovina,Sarajevo,162,50,2010,,,,30,2010,,,,,,,"1 station, background urban",-,"European Environment Agency, Air quality e-reporting database"
European Region,Eur LMI,Bosnia and Herzegovina,Tuzla,163,106,2010,Yes,converted from PM2.5,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",65,2010,Yes,converted from PM2.5,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",,,,-,"2 stations, traffic urban","European Environment Agency, Air quality e-reporting database"
Region of the Americas,Amr LMI,Brazil,Americana,164,36,2014,,,,16,2014,,,,,,,"1 station, NA",-,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
Region of the Americas,Amr LMI,Brazil,Araatuba,165,34,2014,,,,16,2014,,,,,,,"1 station, NA",-,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
Region of the Americas,Amr LMI,Brazil,Araraquara,166,34,2014,,,,16,2014,,,,,,,"1 station, NA",-,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
Region of the Americas,Amr LMI,Brazil,Araucˆria,167,31,2012,,,,14,2012,,,,,,,"3 stations, commercial and industrial",-,"Relat„rio annual da qualidade do ar na regi†o metropolitana de curitiba, Ano de 2012"
Region of the Americas,Amr LMI,Brazil,Barra Mansa,168,28,2014,,,,13,2014,,,,,,,"2 stations, NA",-,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
Region of the Americas,Amr LMI,Brazil,Bauru,169,29,2014,,,,13,2014,,,,,,,"1 station, NA",-,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
Region of the Americas,Amr LMI,Brazil,Campinas,170,35,2014,,,,16,2014,,,,,,,"1 station, NA",-,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
Region of the Americas,Amr LMI,Brazil,Campos,171,26,2014,Yes,converted from PM2.5,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",12,2014,Yes,converted from PM2.5,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",,,,-,"1 station, NA","Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
Region of the Americas,Amr LMI,Brazil,Canoas,172,29,2014,,,,13,2014,,,,,,,"1 station, NA",-,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
Region of the Americas,Amr LMI,Brazil,Cantagalo - EuclidelŠndia,173,20,2014,,,,9,2014,,,,,,,"1 station, NA",-,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
Region of the Americas,Amr LMI,Brazil,Catanduva,174,41,2014,,,,19,2014,,,,,,,"1 station, NA",-,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
Region of the Americas,Amr LMI,Brazil,Charqueadas,175,29,2014,,,,13,2014,,,,,,,"1 station, NA",-,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
Region of the Americas,Amr LMI,Brazil,Colombo,176,39,2012,,,,18,2012,,,,,,,"1 station, commercial and industrial",-,"Relat„rio annual da qualidade do ar na regi†o metropolitana de curitiba, Ano de 2012"
Region of the Americas,Amr LMI,Brazil,Cordeir„polis _ M„dolo,177,38,2014,,,,17,2014,,,,,,,"1 station, NA",-,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
Region of the Americas,Amr LMI,Brazil,Cubat†o,178,69,2014,,,,31,2014,,,,,,,"3 stations, NA",-,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
Region of the Americas,Amr LMI,Brazil,Curitiba,179,24,2012,,,,11,2012,,,,,,,"3 stations, residential (Bairro), commercial, industrial",-,"Relat„rio annual da qualidade do ar na regi†o metropolitana de curitiba, Ano de 2012"
Region of the Americas,Amr LMI,Brazil,GravataÍ,180,16,2014,,,,7,2014,,,,,,,"1 station, NA",-,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
Region of the Americas,Amr LMI,Brazil,ItaboraÍ ,181,46,2014,,,,18,2014,,,,,,,"2 stations, NA","1 station, NA","Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
Region of the Americas,Amr LMI,Brazil,ItaguaÍ,182,31,2014,,,,14,2014,,,,,,,"2 stations, NA",-,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
Region of the Americas,Amr LMI,Brazil,Jaboticabal,183,38,2014,,,,17,2014,,,,,,,"1 station, NA",-,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
Region of the Americas,Amr LMI,Brazil,Jacarei,184,25,2014,,,,11,2014,,,,,,,"1 station, NA",-,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
Region of the Americas,Amr LMI,Brazil,Japeri,185,33,2014,,,,15,2014,,,,,,,"1 station, NA",-,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
Region of the Americas,Amr LMI,Brazil,Jaì,186,25,2014,,,,11,2014,,,,,,,"1 station, NA",-,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
Region of the Americas,Amr LMI,Brazil,JundiaÍ,187,30,2014,,,,14,2014,,,,,,,"1 station, NA",-,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
Region of the Americas,Amr LMI,Brazil,Limeira _ Boa Vista,188,41,2014,,,,19,2014,,,,,,,"1 station, NA",-,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
Region of the Americas,Amr LMI,Brazil,Madre De Deus,189,12,2014,,,,5,2014,,,,,,,"1 station, NA",-,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
Region of the Americas,Amr LMI,Brazil,Malembˆ,190,18,2014,,,,8,2014,,,,,,,"1 station, NA",-,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
Region of the Americas,Amr LMI,Brazil,MarÍlia,191,22,2014,,,,10,2014,,,,,,,"1 station, NA",-,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
Region of the Americas,Amr LMI,Brazil,PaulÍnia,192,40,2014,,,,18,2014,,,,,,,"2 stations, NA",-,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
Region of the Americas,Amr LMI,Brazil,Piracicaba,193,38,2014,,,,15,2014,,,,,,,"1 station, NA","1 station, NA","Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
Region of the Americas,Amr LMI,Brazil,Porto Real,194,17,2014,,,,8,2014,,,,,,,"1 station, NA",-,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
Region of the Americas,Amr LMI,Brazil,Presidente Prudente,195,21,2014,,,,10,2014,,,,,,,"1 station, NA",-,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
Region of the Americas,Amr LMI,Brazil,Quatis,196,27,2014,,,,12,2014,,,,,,,"1 station, NA",-,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
Region of the Americas,Amr LMI,Brazil,Regi†o Metropolitana De S†o Paulo,197,35,2014,,,,19,2014,,,,,,,"24 stations, NA","8 stations, NA","Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
Region of the Americas,Amr LMI,Brazil,Regi†o Metropolitana Do Rio De Janeiro,198,49,2014,,,,16,2014,,,,,,,"26 stations, NA","17 stations, NA","Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
Region of the Americas,Amr LMI,Brazil,Resende,199,29,2014,,,,13,2014,,,,,,,"1 station, NA","1 station, NA","Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
Region of the Americas,Amr LMI,Brazil,Rio Claro,200,56,2014,,,,26,2014,,,,,,,"1 station, NA",-,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
Region of the Americas,Amr LMI,Brazil,Santa Gertrudes _ Jd. Luciana,201,95,2014,,,,44,2014,,,,,,,"1 station, NA",-,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
Region of the Americas,Amr LMI,Brazil,Santos,202,39,2014,,,,18,2014,,,,,,,"2 stations, NA","1 station, NA","Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
Region of the Americas,Amr LMI,Brazil,S†o Jos_ Do Rio Preto,203,39,2014,,,,16,2014,,,,,,,"1 station, NA","1 station, NA","Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
Region of the Americas,Amr LMI,Brazil,S†o Jos_ Dos Campos,204,30,2014,,,,14,2014,,,,,,,"1 station, NA",-,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
Region of the Americas,Amr LMI,Brazil,Serop_dica,205,31,2014,,,,15,2014,,,,,,,"1 station, NA","1 station, NA","Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
